"","yan"
"10826","Dendritic cell"
"10827","CD4+ T cell"
"10828","CD4+ T cell"
"10829","CD4+ T cell"
"10830","B cell"
"10831","CD4+ T cell"
"10832","B cell"
"10833","CD4+ T cell"
"10834","B cell"
"10835","CD4+ T cell"
"10836","Dendritic cell"
"10837","B cell"
"10838","CD4+ T cell"
"10839","CD14+ monocyte"
"10840","CD4+ T cell"
"10841","CD14+ monocyte"
"10842","unassigned"
"10843","CD4+ T cell"
"10844","CD4+ T cell"
"10845","CD4+ T cell"
"10846","Cytotoxic T cell"
"10847","CD4+ T cell"
"10848","CD4+ T cell"
"10849","B cell"
"10850","Dendritic cell"
"10851","CD4+ T cell"
"10852","B cell"
"10853","CD14+ monocyte"
"10854","CD4+ T cell"
"10855","Dendritic cell"
"10856","CD4+ T cell"
"10857","CD4+ T cell"
"10858","Dendritic cell"
"10859","Dendritic cell"
"10860","CD4+ T cell"
"10861","B cell"
"10862","CD4+ T cell"
"10863","CD4+ T cell"
"10864","B cell"
"10865","CD14+ monocyte"
"10866","B cell"
"10867","CD4+ T cell"
"10868","CD4+ T cell"
"10869","Dendritic cell"
"10870","CD4+ T cell"
"10871","Dendritic cell"
"10872","unassigned"
"10873","Dendritic cell"
"10874","CD4+ T cell"
"10875","CD4+ T cell"
"10876","CD4+ T cell"
"10877","unassigned"
"10878","CD14+ monocyte"
"10879","unassigned"
"10880","CD4+ T cell"
"10881","CD4+ T cell"
"10882","Cytotoxic T cell"
"10883","CD4+ T cell"
"10884","CD4+ T cell"
"10885","CD4+ T cell"
"10886","unassigned"
"10887","unassigned"
"10888","B cell"
"10889","Dendritic cell"
"10890","CD4+ T cell"
"10891","CD4+ T cell"
"10892","CD4+ T cell"
"10893","B cell"
"10894","CD4+ T cell"
"10895","CD4+ T cell"
"10896","B cell"
"10897","B cell"
"10898","unassigned"
"10899","CD4+ T cell"
"10900","B cell"
"10901","Cytotoxic T cell"
"10902","unassigned"
"10903","Dendritic cell"
"10904","Dendritic cell"
"10905","CD4+ T cell"
"10906","CD4+ T cell"
"10907","B cell"
"10908","CD4+ T cell"
"10909","CD4+ T cell"
"10910","CD4+ T cell"
"10911","CD4+ T cell"
"10912","Cytotoxic T cell"
"10913","CD4+ T cell"
"10914","B cell"
"10915","CD4+ T cell"
"10916","CD4+ T cell"
"10917","Cytotoxic T cell"
"10918","CD14+ monocyte"
"10919","CD4+ T cell"
"10920","CD4+ T cell"
"10921","B cell"
"10922","CD4+ T cell"
"10923","Cytotoxic T cell"
"10924","unassigned"
"10925","CD4+ T cell"
"10926","B cell"
"10927","Dendritic cell"
"10928","B cell"
"10929","B cell"
"10930","CD4+ T cell"
"10931","CD4+ T cell"
"10932","CD4+ T cell"
"10933","B cell"
"10934","CD4+ T cell"
"10935","Dendritic cell"
"10936","Dendritic cell"
"10937","B cell"
"10938","B cell"
"10939","CD4+ T cell"
"10940","CD4+ T cell"
"10941","CD4+ T cell"
"10942","CD4+ T cell"
"10943","CD4+ T cell"
"10944","CD4+ T cell"
"10945","B cell"
"10946","CD4+ T cell"
"10947","B cell"
"10948","B cell"
"10949","Dendritic cell"
"10950","Cytotoxic T cell"
"10951","CD4+ T cell"
"10952","B cell"
"10953","CD4+ T cell"
"10954","CD4+ T cell"
"10955","unassigned"
"10956","CD4+ T cell"
"10957","B cell"
"10958","CD4+ T cell"
"10959","CD4+ T cell"
"10960","unassigned"
"10961","B cell"
"10962","B cell"
"10963","CD4+ T cell"
"10964","CD4+ T cell"
"10965","Dendritic cell"
"10966","CD4+ T cell"
"10967","B cell"
"10968","CD4+ T cell"
"10969","unassigned"
"10970","CD4+ T cell"
"10971","CD4+ T cell"
"10972","Cytotoxic T cell"
"10973","B cell"
"10974","unassigned"
"10975","CD4+ T cell"
"10976","B cell"
"10977","B cell"
"10978","B cell"
"10979","unassigned"
"10980","B cell"
"10981","Dendritic cell"
"10982","Plasmacytoid dendritic cell"
"10983","Dendritic cell"
"10984","unassigned"
"10985","CD4+ T cell"
"10986","B cell"
"10987","CD4+ T cell"
"10988","B cell"
"10989","Dendritic cell"
"10990","B cell"
"10991","Dendritic cell"
"10992","Dendritic cell"
"10993","Megakaryocyte"
"10994","B cell"
"10995","B cell"
"10996","CD4+ T cell"
"10997","B cell"
"10998","B cell"
"10999","Dendritic cell"
"11000","Dendritic cell"
"11001","Dendritic cell"
"11002","CD4+ T cell"
"11003","B cell"
"11004","B cell"
"11005","B cell"
"11006","CD4+ T cell"
"11007","Dendritic cell"
"11008","CD4+ T cell"
"11009","Dendritic cell"
"11010","CD4+ T cell"
"11011","CD4+ T cell"
"11012","unassigned"
"11013","B cell"
"11014","B cell"
"11015","CD4+ T cell"
"11016","CD4+ T cell"
"11017","B cell"
"11018","Dendritic cell"
"11019","CD4+ T cell"
"11020","Dendritic cell"
"11021","B cell"
"11022","Dendritic cell"
"11023","CD4+ T cell"
"11024","Dendritic cell"
"11025","B cell"
"11026","B cell"
"11027","CD4+ T cell"
"11028","unassigned"
"11029","CD4+ T cell"
"11030","CD4+ T cell"
"11031","CD4+ T cell"
"11032","B cell"
"11033","unassigned"
"11034","Dendritic cell"
"11035","CD4+ T cell"
"11036","CD4+ T cell"
"11037","CD4+ T cell"
"11038","CD4+ T cell"
"11039","B cell"
"11040","CD4+ T cell"
"11041","B cell"
"11042","CD4+ T cell"
"11043","CD4+ T cell"
"11044","CD4+ T cell"
"11045","CD4+ T cell"
"11046","CD4+ T cell"
"11047","CD4+ T cell"
"11048","CD4+ T cell"
"11049","CD4+ T cell"
"11050","B cell"
"11051","B cell"
"11052","Dendritic cell"
"11053","CD4+ T cell"
"11054","Dendritic cell"
"11055","Dendritic cell"
"11056","B cell"
"11057","Dendritic cell"
"11058","Dendritic cell"
"11059","CD4+ T cell"
"11060","CD4+ T cell"
"11061","Dendritic cell"
"11062","B cell"
"11063","CD4+ T cell"
"11064","CD4+ T cell"
"11065","CD4+ T cell"
"11066","CD4+ T cell"
"11067","CD4+ T cell"
"11068","CD4+ T cell"
"11069","B cell"
"11070","CD4+ T cell"
"11071","CD4+ T cell"
"11072","CD4+ T cell"
"11073","B cell"
"11074","CD4+ T cell"
"11075","B cell"
"11076","CD4+ T cell"
"11077","B cell"
"11078","CD4+ T cell"
"11079","CD4+ T cell"
"11080","B cell"
"11081","CD4+ T cell"
"11082","Cytotoxic T cell"
"11083","CD4+ T cell"
"11084","B cell"
"11085","Megakaryocyte"
"11086","CD14+ monocyte"
"11087","CD4+ T cell"
"11088","Dendritic cell"
"11089","B cell"
"11090","Dendritic cell"
"11091","B cell"
"11092","Cytotoxic T cell"
"11093","B cell"
"11094","CD4+ T cell"
"11095","Dendritic cell"
"11096","B cell"
"11097","B cell"
"11098","Dendritic cell"
"11099","Dendritic cell"
"11100","Megakaryocyte"
"11101","Dendritic cell"
"11102","Dendritic cell"
"11103","unassigned"
"11104","CD4+ T cell"
"11105","B cell"
"11106","B cell"
"11107","B cell"
"11108","CD4+ T cell"
"11109","CD4+ T cell"
"11110","CD4+ T cell"
"11111","CD4+ T cell"
"11112","CD4+ T cell"
"11113","CD4+ T cell"
"11114","CD4+ T cell"
"11115","CD4+ T cell"
"11116","B cell"
"11117","Dendritic cell"
"11118","B cell"
"11119","unassigned"
"11120","B cell"
"11121","CD4+ T cell"
"11122","Dendritic cell"
"11123","CD14+ monocyte"
"11124","unassigned"
"11125","Dendritic cell"
"11126","CD4+ T cell"
"11127","Dendritic cell"
"11128","CD4+ T cell"
"11129","Cytotoxic T cell"
"11130","B cell"
"11131","unassigned"
"11132","B cell"
"11133","CD4+ T cell"
"11134","CD4+ T cell"
"11135","CD4+ T cell"
"11136","B cell"
"11137","B cell"
"11138","Dendritic cell"
"11139","B cell"
"11140","Cytotoxic T cell"
"11141","CD4+ T cell"
"11142","CD4+ T cell"
"11143","unassigned"
"11144","Cytotoxic T cell"
"11145","unassigned"
"11146","B cell"
"11147","CD4+ T cell"
"11148","B cell"
"11149","Dendritic cell"
"11150","Dendritic cell"
"11151","CD4+ T cell"
"11152","CD4+ T cell"
"11153","CD4+ T cell"
"11154","B cell"
"11155","Dendritic cell"
"11156","CD4+ T cell"
"11157","unassigned"
"11158","B cell"
"11159","CD4+ T cell"
"11160","Dendritic cell"
"11161","CD4+ T cell"
"11162","CD4+ T cell"
"11163","CD4+ T cell"
"11164","Dendritic cell"
"11165","CD4+ T cell"
"11166","Cytotoxic T cell"
"11167","Cytotoxic T cell"
"11168","B cell"
"11169","CD4+ T cell"
"11170","CD4+ T cell"
"11171","CD14+ monocyte"
"11172","CD4+ T cell"
"11173","Dendritic cell"
"11174","CD4+ T cell"
"11175","B cell"
"11176","B cell"
"11177","B cell"
"11178","B cell"
"11179","CD4+ T cell"
"11180","B cell"
"11181","B cell"
"11182","CD4+ T cell"
"11183","CD4+ T cell"
"11184","B cell"
"11185","CD4+ T cell"
"11186","Dendritic cell"
"11187","B cell"
"11188","CD4+ T cell"
"11189","B cell"
"11190","CD4+ T cell"
"11191","CD14+ monocyte"
"11192","Cytotoxic T cell"
"11193","unassigned"
"11194","CD4+ T cell"
"11195","B cell"
"11196","CD4+ T cell"
"11197","CD4+ T cell"
"11198","CD4+ T cell"
"11199","Dendritic cell"
"11200","CD4+ T cell"
"11201","B cell"
"11202","B cell"
"11203","CD4+ T cell"
"11204","Dendritic cell"
"11205","CD4+ T cell"
"11206","CD4+ T cell"
"11207","CD4+ T cell"
"11208","CD4+ T cell"
"11209","CD14+ monocyte"
"11210","B cell"
"11211","CD4+ T cell"
"11212","CD4+ T cell"
"11213","B cell"
"11214","CD4+ T cell"
"11215","CD4+ T cell"
"11216","CD4+ T cell"
"11217","B cell"
"11218","CD4+ T cell"
"11219","Dendritic cell"
"11220","CD4+ T cell"
"11221","CD4+ T cell"
"11222","CD4+ T cell"
"11223","Dendritic cell"
"11224","CD4+ T cell"
"11225","CD4+ T cell"
"11226","CD4+ T cell"
"11227","CD14+ monocyte"
"11228","CD4+ T cell"
"11229","CD4+ T cell"
"11230","CD4+ T cell"
"11231","CD4+ T cell"
"11232","B cell"
"11233","CD4+ T cell"
"11234","CD4+ T cell"
"11235","Dendritic cell"
"11236","CD4+ T cell"
"11237","Dendritic cell"
"11238","CD4+ T cell"
"11239","Plasmacytoid dendritic cell"
"11240","CD4+ T cell"
"11241","B cell"
"11242","Dendritic cell"
"11243","CD4+ T cell"
"11244","CD4+ T cell"
"11245","unassigned"
"11246","B cell"
"11247","B cell"
"11248","Plasmacytoid dendritic cell"
"11249","CD4+ T cell"
"11250","B cell"
"11251","CD4+ T cell"
"11252","CD4+ T cell"
"11253","B cell"
"11254","B cell"
"11255","CD4+ T cell"
"11256","B cell"
"11257","CD4+ T cell"
"11258","CD4+ T cell"
"11259","B cell"
"11260","Dendritic cell"
"11261","Cytotoxic T cell"
"11262","B cell"
"11263","CD4+ T cell"
"11264","CD4+ T cell"
"11265","unassigned"
"11266","CD4+ T cell"
"11267","B cell"
"11268","CD4+ T cell"
"11269","CD4+ T cell"
"11270","CD14+ monocyte"
"11271","CD4+ T cell"
"11272","unassigned"
"11273","B cell"
"11274","CD4+ T cell"
"11275","B cell"
"11276","CD4+ T cell"
"11277","Cytotoxic T cell"
"11278","Cytotoxic T cell"
"11279","B cell"
"11280","Cytotoxic T cell"
"11281","unassigned"
"11282","CD4+ T cell"
"11283","CD4+ T cell"
"11284","CD4+ T cell"
"11285","B cell"
"11286","CD4+ T cell"
"11287","B cell"
"11288","CD14+ monocyte"
"11289","CD4+ T cell"
"11290","unassigned"
"11291","CD4+ T cell"
"11292","CD4+ T cell"
"11293","Dendritic cell"
"11294","unassigned"
"11295","B cell"
"11296","Dendritic cell"
"11297","CD4+ T cell"
"11298","CD4+ T cell"
"11299","CD4+ T cell"
"11300","CD4+ T cell"
"11301","Dendritic cell"
"11302","B cell"
"11303","Dendritic cell"
"11304","CD4+ T cell"
"11305","B cell"
"11306","B cell"
"11307","Dendritic cell"
"11308","Dendritic cell"
"11309","Dendritic cell"
"11310","B cell"
"11311","CD4+ T cell"
"11312","unassigned"
"11313","B cell"
"11314","CD4+ T cell"
"11315","CD4+ T cell"
"11316","Dendritic cell"
"11317","Dendritic cell"
"11318","CD4+ T cell"
"11319","B cell"
"11320","CD4+ T cell"
"11321","unassigned"
"11322","CD4+ T cell"
"11323","B cell"
"11324","B cell"
"11325","Dendritic cell"
"11326","Megakaryocyte"
"11327","Dendritic cell"
"11328","Cytotoxic T cell"
"11329","B cell"
"11330","B cell"
"11331","Cytotoxic T cell"
"11332","CD4+ T cell"
"11333","CD4+ T cell"
"11334","B cell"
"11335","unassigned"
"11336","Dendritic cell"
"11337","CD4+ T cell"
"11338","B cell"
"11339","B cell"
"11340","Dendritic cell"
"11341","B cell"
"11342","Dendritic cell"
"11343","Cytotoxic T cell"
"11344","unassigned"
"11345","Dendritic cell"
"11346","unassigned"
"11347","B cell"
"11348","CD4+ T cell"
"11349","CD4+ T cell"
"11350","Dendritic cell"
"11351","CD4+ T cell"
"11352","CD4+ T cell"
"11353","unassigned"
"11354","unassigned"
"11355","CD4+ T cell"
"11356","B cell"
"11357","B cell"
"11358","Dendritic cell"
"11359","Dendritic cell"
"11360","B cell"
"11361","B cell"
"11362","B cell"
"11363","B cell"
"11364","Cytotoxic T cell"
"11365","CD4+ T cell"
"11366","Cytotoxic T cell"
"11367","Dendritic cell"
"11368","CD4+ T cell"
"11369","CD4+ T cell"
"11370","CD4+ T cell"
"11371","B cell"
"11372","CD4+ T cell"
"11373","B cell"
"11374","unassigned"
"11375","CD4+ T cell"
"11376","B cell"
"11377","CD4+ T cell"
"11378","CD4+ T cell"
"11379","CD4+ T cell"
"11380","CD4+ T cell"
"11381","Dendritic cell"
"11382","CD4+ T cell"
"11383","B cell"
"11384","unassigned"
"11385","CD4+ T cell"
"11386","Cytotoxic T cell"
"11387","B cell"
"11388","CD4+ T cell"
"11389","CD4+ T cell"
"11390","CD4+ T cell"
"11391","CD4+ T cell"
"11392","CD4+ T cell"
"11393","Dendritic cell"
"11394","CD14+ monocyte"
"11395","Cytotoxic T cell"
"11396","CD14+ monocyte"
"11397","Dendritic cell"
"11398","B cell"
"11399","CD4+ T cell"
"11400","CD4+ T cell"
"11401","CD4+ T cell"
"11402","CD4+ T cell"
"11403","B cell"
"11404","CD4+ T cell"
"11405","Dendritic cell"
"11406","CD14+ monocyte"
"11407","B cell"
"11408","Dendritic cell"
"11409","CD14+ monocyte"
"11410","CD4+ T cell"
"11411","B cell"
"11412","CD4+ T cell"
"11413","CD14+ monocyte"
"11414","CD4+ T cell"
"11415","B cell"
"11416","Cytotoxic T cell"
"11417","Dendritic cell"
"11418","B cell"
"11419","CD4+ T cell"
"11420","CD4+ T cell"
"11421","CD4+ T cell"
"11422","unassigned"
"11423","CD4+ T cell"
"11424","Dendritic cell"
"11425","CD4+ T cell"
"11426","CD14+ monocyte"
"11427","B cell"
"11428","unassigned"
"11429","B cell"
"11430","B cell"
"11431","B cell"
"11432","CD4+ T cell"
"11433","unassigned"
"11434","unassigned"
"11435","CD4+ T cell"
"11436","B cell"
"11437","B cell"
"11438","B cell"
"11439","Dendritic cell"
"11440","Megakaryocyte"
"11441","B cell"
"11442","Dendritic cell"
"11443","CD4+ T cell"
"11444","CD4+ T cell"
"11445","B cell"
"11446","CD4+ T cell"
"11447","B cell"
"11448","Cytotoxic T cell"
"11449","CD4+ T cell"
"11450","Dendritic cell"
"11451","CD4+ T cell"
"11452","CD4+ T cell"
"11453","unassigned"
"11454","Dendritic cell"
"11455","CD4+ T cell"
"11456","CD4+ T cell"
"11457","CD4+ T cell"
"11458","Dendritic cell"
"11459","Dendritic cell"
"11460","CD4+ T cell"
"11461","B cell"
"11462","B cell"
"11463","CD4+ T cell"
"11464","unassigned"
"11465","Dendritic cell"
"11466","CD4+ T cell"
"11467","CD4+ T cell"
"11468","B cell"
"11469","CD4+ T cell"
"11470","B cell"
"11471","B cell"
"11472","B cell"
"11473","B cell"
"11474","CD4+ T cell"
"11475","B cell"
"11476","Dendritic cell"
"11477","CD14+ monocyte"
"11478","CD4+ T cell"
"11479","CD14+ monocyte"
"11480","CD4+ T cell"
"11481","B cell"
"11482","Dendritic cell"
"11483","CD4+ T cell"
"11484","Cytotoxic T cell"
"11485","Dendritic cell"
"11486","B cell"
"11487","B cell"
"11488","CD4+ T cell"
"11489","CD4+ T cell"
"11490","CD4+ T cell"
"11491","Cytotoxic T cell"
"11492","B cell"
"11493","Dendritic cell"
"11494","CD4+ T cell"
"11495","CD14+ monocyte"
"11496","CD4+ T cell"
"11497","CD4+ T cell"
"11498","CD4+ T cell"
"11499","Dendritic cell"
"11500","B cell"
"11501","B cell"
"11502","B cell"
"11503","Dendritic cell"
"11504","CD4+ T cell"
"11505","unassigned"
"11506","unassigned"
"11507","CD4+ T cell"
"11508","Dendritic cell"
"11509","B cell"
"11510","CD4+ T cell"
"11511","CD4+ T cell"
"11512","unassigned"
"11513","unassigned"
"11514","B cell"
"11515","B cell"
"11516","Dendritic cell"
"11517","CD4+ T cell"
"11518","CD4+ T cell"
"11519","B cell"
"11520","Dendritic cell"
"11521","B cell"
"11522","B cell"
"11523","Dendritic cell"
"11524","CD4+ T cell"
"11525","B cell"
"11526","B cell"
"11527","CD4+ T cell"
"11528","CD14+ monocyte"
"11529","B cell"
"11530","Dendritic cell"
"11531","Cytotoxic T cell"
"11532","B cell"
"11533","B cell"
"11534","CD4+ T cell"
"11535","Dendritic cell"
"11536","B cell"
"11537","CD4+ T cell"
"11538","CD14+ monocyte"
"11539","CD4+ T cell"
"11540","Dendritic cell"
"11541","Dendritic cell"
"11542","Dendritic cell"
"11543","Dendritic cell"
"11544","CD4+ T cell"
"11545","B cell"
"11546","B cell"
"11547","B cell"
"11548","CD4+ T cell"
"11549","CD4+ T cell"
"11550","Dendritic cell"
"11551","CD4+ T cell"
"11552","CD4+ T cell"
"11553","B cell"
"11554","CD4+ T cell"
"11555","Dendritic cell"
"11556","B cell"
"11557","CD4+ T cell"
"11558","Dendritic cell"
"11559","CD4+ T cell"
"11560","CD4+ T cell"
"11561","CD4+ T cell"
"11562","CD4+ T cell"
"11563","CD4+ T cell"
"11564","CD4+ T cell"
"11565","CD4+ T cell"
"11566","B cell"
"11567","Dendritic cell"
"11568","B cell"
"11569","B cell"
"11570","CD4+ T cell"
"11571","Dendritic cell"
"11572","B cell"
"11573","CD4+ T cell"
"11574","Dendritic cell"
"11575","Dendritic cell"
"11576","CD4+ T cell"
"11577","CD4+ T cell"
"11578","CD4+ T cell"
"11579","Dendritic cell"
"11580","CD4+ T cell"
"11581","B cell"
"11582","B cell"
"11583","Cytotoxic T cell"
"11584","unassigned"
"11585","Dendritic cell"
"11586","CD4+ T cell"
"11587","CD4+ T cell"
"11588","CD4+ T cell"
"11589","B cell"
"11590","CD4+ T cell"
"11591","CD4+ T cell"
"11592","Dendritic cell"
"11593","CD4+ T cell"
"11594","CD4+ T cell"
"11595","B cell"
"11596","unassigned"
"11597","CD4+ T cell"
"11598","CD4+ T cell"
"11599","Cytotoxic T cell"
"11600","CD4+ T cell"
"11601","Dendritic cell"
"11602","Dendritic cell"
"11603","B cell"
"11604","CD4+ T cell"
"11605","B cell"
"11606","B cell"
"11607","CD14+ monocyte"
"11608","CD4+ T cell"
"11609","CD4+ T cell"
"11610","Dendritic cell"
"11611","CD4+ T cell"
"11612","B cell"
"11613","Megakaryocyte"
"11614","B cell"
"11615","CD4+ T cell"
"11616","CD4+ T cell"
"11617","CD4+ T cell"
"11618","unassigned"
"11619","Cytotoxic T cell"
"11620","CD4+ T cell"
"11621","unassigned"
"11622","CD4+ T cell"
"11623","CD4+ T cell"
"11624","B cell"
"11625","Cytotoxic T cell"
"11626","Dendritic cell"
"11627","CD4+ T cell"
"11628","CD4+ T cell"
"11629","Dendritic cell"
"11630","Dendritic cell"
"11631","CD4+ T cell"
"11632","CD4+ T cell"
"11633","Dendritic cell"
"11634","CD4+ T cell"
"11635","B cell"
"11636","CD4+ T cell"
"11637","CD4+ T cell"
"11638","Dendritic cell"
"11639","CD4+ T cell"
"11640","B cell"
"11641","Megakaryocyte"
"11642","CD4+ T cell"
"11643","B cell"
"11644","Dendritic cell"
"11645","CD4+ T cell"
"11646","B cell"
"11647","B cell"
"11648","B cell"
"11649","B cell"
"11650","B cell"
"11651","CD4+ T cell"
"11652","CD4+ T cell"
"11653","B cell"
"11654","Dendritic cell"
"11655","B cell"
"11656","Cytotoxic T cell"
"11657","B cell"
"11658","CD4+ T cell"
"11659","Cytotoxic T cell"
"11660","CD4+ T cell"
"11661","Dendritic cell"
"11662","Cytotoxic T cell"
"11663","CD4+ T cell"
"11664","CD14+ monocyte"
"11665","CD4+ T cell"
"11666","CD4+ T cell"
"11667","CD4+ T cell"
"11668","B cell"
"11669","Dendritic cell"
"11670","CD4+ T cell"
"11671","CD4+ T cell"
"11672","CD4+ T cell"
"11673","CD4+ T cell"
"11674","CD4+ T cell"
"11675","CD4+ T cell"
"11676","unassigned"
"11677","unassigned"
"11678","CD4+ T cell"
"11679","CD4+ T cell"
"11680","CD4+ T cell"
"11681","Dendritic cell"
"11682","B cell"
"11683","unassigned"
"11684","CD4+ T cell"
"11685","Plasmacytoid dendritic cell"
"11686","B cell"
"11687","CD4+ T cell"
"11688","B cell"
"11689","CD4+ T cell"
"11690","CD14+ monocyte"
"11691","B cell"
"11692","B cell"
"11693","CD4+ T cell"
"11694","B cell"
"11695","CD4+ T cell"
"11696","Cytotoxic T cell"
"11697","CD4+ T cell"
"11698","CD4+ T cell"
"11699","B cell"
"11700","Dendritic cell"
"11701","CD4+ T cell"
"11702","Dendritic cell"
"11703","Cytotoxic T cell"
"11704","Megakaryocyte"
"11705","Dendritic cell"
"11706","CD4+ T cell"
"11707","Dendritic cell"
"11708","CD4+ T cell"
"11709","B cell"
"11710","Dendritic cell"
"11711","Dendritic cell"
"11712","Dendritic cell"
"11713","Dendritic cell"
"11714","unassigned"
"11715","CD4+ T cell"
"11716","B cell"
"11717","CD4+ T cell"
"11718","B cell"
"11719","Dendritic cell"
"11720","CD4+ T cell"
"11721","CD4+ T cell"
"11722","Dendritic cell"
"11723","CD4+ T cell"
"11724","B cell"
"11725","B cell"
"11726","B cell"
"11727","CD4+ T cell"
"11728","CD4+ T cell"
"11729","CD4+ T cell"
"11730","unassigned"
"11731","B cell"
"11732","B cell"
"11733","CD4+ T cell"
"11734","CD4+ T cell"
"11735","Cytotoxic T cell"
"11736","Dendritic cell"
"11737","B cell"
"11738","B cell"
"11739","B cell"
"11740","Dendritic cell"
"11741","Dendritic cell"
"11742","Dendritic cell"
"11743","Dendritic cell"
"11744","CD4+ T cell"
"11745","CD4+ T cell"
"11746","CD4+ T cell"
"11747","B cell"
"11748","CD4+ T cell"
"11749","B cell"
"11750","CD4+ T cell"
"11751","CD4+ T cell"
"11752","B cell"
"11753","Dendritic cell"
"11754","Dendritic cell"
"11755","Dendritic cell"
"11756","unassigned"
"11757","B cell"
"11758","CD14+ monocyte"
"11759","B cell"
"11760","CD4+ T cell"
"11761","unassigned"
"11762","CD4+ T cell"
"11763","Dendritic cell"
"11764","B cell"
"11765","B cell"
"11766","Dendritic cell"
"11767","CD4+ T cell"
"11768","CD4+ T cell"
"11769","CD14+ monocyte"
"11770","CD4+ T cell"
"11771","CD4+ T cell"
"11772","B cell"
"11773","Megakaryocyte"
"11774","CD4+ T cell"
"11775","CD4+ T cell"
"11776","B cell"
"11777","Dendritic cell"
"11778","CD14+ monocyte"
"11779","B cell"
"11780","B cell"
"11781","CD4+ T cell"
"11782","CD4+ T cell"
"11783","CD4+ T cell"
"11784","CD4+ T cell"
"11785","B cell"
"11786","unassigned"
"11787","Dendritic cell"
"11788","B cell"
"11789","B cell"
"11790","Dendritic cell"
"11791","B cell"
"11792","CD4+ T cell"
"11793","CD4+ T cell"
"11794","unassigned"
"11795","B cell"
"11796","CD4+ T cell"
"11797","CD4+ T cell"
"11798","Dendritic cell"
"11799","CD4+ T cell"
"11800","Dendritic cell"
